Name,Slot,Weight,Special,DLC,Physical,Strike,Slash,Pierce,Magic,Fire,Lightning,Holy,Immunity,Robustness,Focus,Vitality,Poise,Power
Rellana's Gloves,Gauntlets,3.9,,1.0,16.18,14.36,17.77,16.24,20.13,14.65,15.44,18.62,11.76,19.19,7.48,7.41,5.0,1510.52
Young Lion's Gauntlets,Gauntlets,5.0,,1.0,20.59,17.82,21.32,21.32,20.13,16.16,18.79,22.07,16.67,24.24,7.48,11.11,7.0,1823.08
Shadow Militiaman Gauntlets,Gauntlets,2.4,,1.0,8.33,10.4,9.64,9.64,16.23,13.64,18.12,14.48,24.51,11.11,13.08,12.96,3.0,1101.27
Alberich's Bracers,Gauntlets,1.4,Strengthens thorn sorcery,0.0,6.37,4.95,6.6,6.6,20.78,14.65,20.81,22.07,12.75,8.08,20.56,22.22,1.0,1046.57
All-Knowing Gauntlets,Gauntlets,3.5,,0.0,15.69,14.36,16.75,14.72,20.13,11.62,16.78,14.48,8.82,15.15,6.54,6.48,5.0,1390.97
Astrologer Gloves,Gauntlets,1.4,,0.0,6.37,4.95,5.08,5.08,20.78,15.66,21.48,21.38,13.73,7.07,22.43,19.44,2.0,1028.36
Azur's Manchettes,Gauntlets,1.1,,0.0,4.9,0.5,3.05,3.05,22.08,14.14,19.46,22.07,11.76,8.08,20.56,18.52,1.0,913.98
Bandit Manchettes,Gauntlets,1.7,,0.0,7.35,7.92,8.63,8.63,12.34,9.6,14.09,11.72,14.71,8.08,15.89,15.74,2.0,880.04
Banished Knight Gauntlets,Gauntlets,5.8,,0.0,23.04,18.32,24.87,22.34,21.43,16.67,21.48,22.76,19.61,28.28,12.15,12.96,7.0,1999.75
Battlemage Manchettes,Gauntlets,1.1,,0.0,4.9,6.44,3.05,5.08,20.78,14.14,19.46,21.38,12.75,7.07,18.69,20.37,2.0,956.8
Beast Champion Gauntlets,Gauntlets,5.8,,0.0,21.57,20.3,23.86,23.35,20.78,17.17,21.48,22.76,18.63,30.3,13.08,12.04,7.0,1986.07
Black Knife Gauntlets,Gauntlets,3.1,,0.0,13.73,13.37,15.74,15.74,13.64,11.62,10.74,19.31,8.82,15.15,7.48,7.41,4.0,1273.76
Blackflame Monk Gauntlets,Gauntlets,3.9,,0.0,16.18,13.86,18.27,16.24,16.23,16.16,12.75,17.24,10.78,18.18,6.54,10.19,5.0,1455.85
Blaidd's Gauntlets,Gauntlets,4.6,,0.0,17.65,15.84,18.27,19.29,18.18,16.16,18.12,20.0,12.75,21.21,7.48,7.41,6.0,1622.23
Bloodhound Knight Gauntlets,Gauntlets,3.5,,0.0,15.2,13.86,17.77,16.75,14.94,12.63,11.41,17.24,10.78,17.17,7.48,7.41,4.0,1368.15
Bloodsoaked Manchettes,Gauntlets,1.4,,0.0,6.37,7.43,5.08,3.05,20.13,15.66,20.81,21.38,13.73,9.09,22.43,20.37,2.0,1035.16
Blue Silver Bracelets,Gauntlets,2.1,,0.0,11.27,7.43,12.69,9.64,12.34,8.08,6.71,6.9,3.92,14.14,3.74,3.7,3.0,908.5
Briar Gauntlets,Gauntlets,3.9,,0.0,15.69,13.86,16.75,15.74,17.53,15.66,14.09,18.62,11.76,24.24,7.48,7.41,5.0,1490.29
Bull-Goat Gauntlets,Gauntlets,8.8,,0.0,25.49,25.74,23.35,23.35,21.43,16.67,24.83,22.07,23.53,28.28,14.02,16.67,10.0,2149.51
Carian Knight Gauntlets,Gauntlets,3.5,,0.0,14.22,13.37,15.74,14.72,20.13,14.65,15.44,20.0,8.82,15.15,6.54,7.41,4.0,1400.93
Champion Bracers,Gauntlets,2.1,,0.0,7.84,10.4,8.63,9.64,12.34,11.62,16.78,15.86,16.67,11.11,13.08,12.04,3.0,1000.88
Cleanrot Gauntlets,Gauntlets,5.0,,0.0,17.65,16.34,20.3,22.34,20.13,16.16,18.79,22.76,20.59,22.22,8.41,10.19,6.0,1740.3
Confessor Gloves,Gauntlets,2.8,,0.0,10.29,13.37,10.66,11.68,18.18,14.14,20.81,17.24,20.59,17.17,15.89,16.67,3.0,1287.84
Crucible Gauntlets,Gauntlets,5.2,Strengthen Aspects of the Crucible incantations.,0.0,21.57,16.83,21.32,21.32,20.78,16.16,18.79,22.76,16.67,24.24,11.21,11.11,7.0,1855.7
Cuckoo Knight Gauntlets,Gauntlets,3.9,,0.0,16.18,13.86,18.27,16.75,20.13,14.65,14.09,17.24,10.78,19.19,7.48,7.41,5.0,1494.75
Depraved Perfumer Gloves,Gauntlets,2.0,,0.0,7.35,7.43,7.11,6.09,20.78,15.66,20.81,21.38,22.55,8.08,18.69,25.93,2.0,1127.89
Drake Knight Gauntlets,Gauntlets,3.1,,0.0,13.73,11.39,14.72,14.21,16.23,14.14,14.09,17.24,7.84,15.15,6.54,6.48,4.0,1287.09
Eccentric's Manchettes,Gauntlets,2.9,,0.0,14.22,10.4,14.21,14.72,13.64,11.62,10.07,13.1,7.84,18.18,5.61,3.7,4.0,1206.71
Elden Lord Bracers,Gauntlets,3.1,,0.0,14.22,13.37,14.21,15.74,13.64,14.14,11.41,13.1,10.78,18.18,5.61,6.48,4.0,1282.13
Errant Sorcerer Manchettes,Gauntlets,1.1,,0.0,2.94,2.97,6.6,3.05,20.78,15.66,19.46,22.07,10.78,7.07,19.63,20.37,1.0,901.75
Exile Gauntlets,Gauntlets,2.9,,0.0,14.22,10.4,15.74,14.72,11.04,12.63,10.07,14.48,7.84,17.17,5.61,3.7,4.0,1205.12
Fingerprint Gauntlets,Gauntlets,3.5,,0.0,16.18,14.36,14.72,14.72,14.94,15.66,10.74,15.86,10.78,20.2,3.74,7.41,5.0,1391.77
Fire Monk Gauntlets,Gauntlets,3.9,,0.0,17.16,15.35,16.75,15.74,17.53,16.67,15.44,15.86,10.78,18.18,7.48,7.41,5.0,1498.66
Fire Prelate Gauntlets,Gauntlets,8.2,,0.0,24.02,21.29,23.35,23.35,21.43,25.25,21.48,22.76,21.57,21.21,28.04,15.74,10.0,2114.36
Foot Soldier Gauntlets,Gauntlets,2.6,,0.0,10.29,11.39,10.66,10.66,16.23,13.64,18.79,17.24,19.61,13.13,15.89,15.74,3.0,1201.13
Gauntlets,Gauntlets,2.9,,0.0,14.22,10.4,16.24,14.72,11.04,13.64,10.07,13.1,7.84,14.14,3.74,5.56,4.0,1190.87
Gelmir Knight Gauntlets,Gauntlets,3.9,,0.0,16.18,13.86,17.77,16.75,17.53,15.66,16.78,18.62,11.76,18.18,7.48,7.41,5.0,1495.34
Godrick Knight Gauntlets,Gauntlets,3.9,,0.0,16.18,14.36,17.77,16.24,17.53,14.65,15.44,18.62,11.76,19.19,7.48,7.41,5.0,1484.52
Godrick Soldier Gauntlets,Gauntlets,3.5,,0.0,15.69,13.86,16.24,15.74,16.23,13.64,12.75,15.86,10.78,18.18,7.48,7.41,5.0,1388.2
Godskin Apostle Bracelets,Gauntlets,2.1,,0.0,8.33,7.92,8.12,6.6,20.78,15.66,21.48,24.83,16.67,8.08,26.17,23.15,3.0,1183.0
Godskin Noble Bracelets,Gauntlets,1.7,,0.0,6.37,10.4,7.61,6.6,20.78,14.65,20.81,23.45,13.73,8.08,22.43,23.15,3.0,1112.64
Gold Bracelets,Gauntlets,0.8,,0.0,4.9,2.97,3.05,0.51,18.83,14.14,19.46,22.07,12.75,4.04,18.69,18.52,1.0,857.78
Guardian Bracers,Gauntlets,2.9,,0.0,13.24,12.38,12.69,11.68,18.83,14.14,19.46,20.0,24.51,17.17,18.69,17.59,3.0,1405.38
Haligtree Gauntlets,Gauntlets,3.5,,0.0,15.69,14.36,15.74,16.24,14.94,12.63,12.75,17.24,10.78,18.18,7.48,7.41,4.0,1379.36
Haligtree Knight Gauntlets,Gauntlets,3.9,,0.0,16.18,15.35,16.75,16.75,16.23,14.14,15.44,19.31,11.76,19.19,7.48,7.41,5.0,1476.11
Highwayman Gauntlets,Gauntlets,2.6,,0.0,9.31,12.38,9.64,10.66,17.53,13.64,18.79,17.24,18.63,12.12,15.89,15.74,3.0,1180.43
Hoslow's Gauntlets,Gauntlets,3.9,,0.0,17.16,14.36,16.75,15.74,17.53,14.65,16.78,17.24,12.75,20.2,7.48,7.41,5.0,1504.93
Iron Gauntlets,Gauntlets,2.9,,0.0,13.73,11.39,14.72,14.72,13.64,11.62,10.07,13.1,7.84,15.15,5.61,3.7,4.0,1187.28
Kaiden Gauntlets,Gauntlets,2.9,,0.0,14.22,10.4,14.72,14.72,12.34,10.61,11.41,13.1,7.84,15.15,5.61,5.56,4.0,1177.56
Knight Gauntlets,Gauntlets,3.5,,0.0,15.2,14.36,16.75,16.75,17.53,13.64,15.44,14.48,8.82,17.17,5.61,5.56,5.0,1392.24
Land of Reeds Gauntlets,Gauntlets,2.8,,0.0,10.29,11.39,14.72,11.68,16.23,14.14,19.46,18.62,19.61,17.17,15.89,16.67,3.0,1280.89
Leather Gloves,Gauntlets,2.4,,0.0,9.31,11.39,9.64,10.66,14.94,11.62,16.78,17.24,19.61,12.12,13.08,15.74,3.0,1116.49
Leyndell Knight Gauntlets,Gauntlets,3.9,,0.0,16.18,15.35,16.75,16.75,16.23,14.14,16.78,18.62,11.76,19.19,7.48,7.41,5.0,1477.98
Leyndell Soldier Gauntlets,Gauntlets,3.5,,0.0,15.69,14.36,15.74,16.24,14.94,12.63,14.09,15.86,10.78,18.18,7.48,7.41,5.0,1376.4
Lionel's Gauntlets,Gauntlets,7.1,,0.0,21.57,20.3,24.87,25.38,21.43,18.69,21.48,22.76,20.59,33.33,13.08,15.74,9.0,2058.84
Lusat's Manchettes,Gauntlets,1.1,,0.0,6.37,0.5,6.6,0.51,22.08,14.14,20.81,21.38,11.76,6.06,18.69,20.37,1.0,946.51
Malenia's Gauntlet,Gauntlets,3.1,,0.0,15.2,11.39,16.24,14.21,12.34,11.62,10.74,18.62,16.67,14.14,5.61,5.56,4.0,1283.34
Malformed Dragon Gauntlets,Gauntlets,5.3,,0.0,20.59,18.32,22.34,21.32,20.78,16.16,22.82,22.07,18.63,25.25,12.15,12.04,7.0,1878.41
Maliketh's Gauntlets,Gauntlets,4.3,,0.0,16.18,14.36,17.77,16.75,17.53,14.14,15.44,22.07,11.76,19.19,7.48,15.74,5.0,1515.98
Mausoleum Gauntlets,Gauntlets,3.5,,0.0,15.69,13.37,16.75,15.74,16.23,12.63,14.09,17.24,10.78,17.17,7.48,6.48,5.0,1387.12
Mausoleum Knight Gauntlets,Gauntlets,3.9,,0.0,16.18,13.86,18.27,16.24,17.53,14.14,16.78,19.31,11.76,18.18,7.48,7.41,5.0,1484.39
Mushroom Arms,Gauntlets,1.7,,0.0,7.35,8.42,3.05,6.6,21.43,6.57,21.48,22.07,33.33,8.08,28.04,23.15,1.0,1074.16
Night's Cavalry Gauntlets,Gauntlets,4.3,,0.0,17.16,15.84,17.77,16.75,17.53,15.66,18.12,21.38,12.75,19.19,7.48,7.41,5.0,1571.71
Noble's Gloves,Gauntlets,2.1,,0.0,7.35,7.92,7.61,8.12,21.43,16.67,21.48,22.76,14.71,8.08,23.36,25.93,2.0,1162.31
Nox Bracelets,Gauntlets,2.6,,0.0,10.29,11.39,10.66,9.64,18.83,14.14,18.79,15.86,19.61,13.13,14.02,13.89,3.0,1210.59
Omen Gauntlets,Gauntlets,7.7,,0.0,22.55,18.32,23.86,23.86,20.78,18.18,24.83,23.45,21.57,21.21,17.76,23.15,9.0,2001.54
Omenkiller Long Gloves,Gauntlets,2.4,,0.0,10.29,9.41,8.63,8.63,13.64,11.62,18.79,17.24,21.57,9.09,14.02,13.89,3.0,1086.66
Perfumer Gloves,Gauntlets,1.4,,0.0,4.9,7.43,6.6,5.08,20.78,14.65,20.81,22.07,19.61,6.06,19.63,20.37,2.0,1021.71
Preceptor's Gloves,Gauntlets,2.1,,0.0,7.35,7.92,7.61,7.61,23.38,16.67,21.48,22.07,16.67,8.08,26.17,23.15,3.0,1178.81
Queen's Bracelets,Gauntlets,1.7,,0.0,7.35,6.44,6.6,5.08,22.08,15.66,21.48,22.76,13.73,8.08,22.43,25.93,2.0,1111.61
Radahn Soldier Gauntlets,Gauntlets,3.5,,0.0,16.18,13.37,15.74,14.72,16.23,14.14,12.75,15.86,10.78,17.17,7.48,7.41,5.0,1384.3
Radahn's Gauntlets,Gauntlets,5.8,,0.0,23.04,18.32,23.35,22.34,21.43,17.68,20.81,22.76,19.61,33.33,13.08,12.04,7.0,2026.17
Raging Wolf Gauntlets,Gauntlets,3.4,,0.0,15.69,13.86,16.24,15.74,15.58,13.64,10.74,15.17,10.78,19.19,5.61,5.56,4.0,1369.16
Raya Lucarian Gauntlets,Gauntlets,3.5,,0.0,15.69,13.37,16.75,16.24,17.53,13.64,11.41,14.48,10.78,18.18,7.48,7.41,5.0,1388.49
Redmane Knight Gauntlets,Gauntlets,3.9,,0.0,17.16,13.86,16.75,15.74,17.53,15.66,15.44,18.62,11.76,18.18,7.48,7.41,5.0,1498.9
Ronin's Gauntlets,Gauntlets,3.1,,0.0,13.24,13.37,14.21,13.71,18.83,15.66,21.48,20.0,24.51,19.19,18.69,19.44,4.0,1479.45
Royal Knight Gauntlets,Gauntlets,5.2,,0.0,19.61,17.82,22.34,21.32,22.73,16.67,20.81,22.07,16.67,22.22,11.21,11.11,6.0,1837.55
Royal Remains Gauntlets,Gauntlets,3.5,Slowly replenishes HP when HP is reduced.,0.0,14.22,13.86,16.24,14.72,14.94,12.63,12.75,14.48,11.76,19.19,7.48,3.7,4.0,1314.45
Scaled Gauntlets,Gauntlets,5.3,,0.0,19.61,16.83,21.32,20.3,21.43,17.68,21.48,22.76,18.63,28.28,12.15,12.04,7.0,1863.72
Sorcerer Manchettes,Gauntlets,1.1,,0.0,4.9,6.44,6.6,0.51,20.78,15.66,19.46,21.38,12.75,4.04,19.63,18.52,1.0,941.2
Spellblade's Gloves,Gauntlets,1.2,Strengthens magic and cold weapon skills by 2%,0.0,4.41,2.48,4.57,4.57,20.13,13.64,18.79,21.38,10.78,6.06,17.76,18.52,1.0,889.34
Traveler's Gloves,Gauntlets,1.4,,0.0,6.37,6.44,5.08,3.05,20.78,16.16,20.81,22.07,17.65,7.07,20.56,19.44,2.0,1040.41
Traveler's Manchettes,Gauntlets,1.7,,0.0,7.84,7.43,6.6,5.08,21.43,16.16,21.48,21.38,12.75,8.08,23.36,23.15,2.0,1116.32
Traveling Maiden Gloves,Gauntlets,1.6,,0.0,6.37,7.43,7.61,5.08,21.43,16.16,21.48,22.76,14.71,8.08,23.36,25.93,2.0,1103.49
Tree Sentinel Gauntlets,Gauntlets,6.3,,0.0,23.04,18.32,23.86,22.34,20.78,21.72,20.81,24.14,21.57,30.3,13.08,13.89,8.0,2062.85
Twinned Gauntlets,Gauntlets,3.9,,0.0,16.18,15.35,18.27,14.72,18.18,14.14,14.09,17.24,10.78,18.18,6.54,16.67,5.0,1468.09
Vagabond Knight Gauntlets,Gauntlets,3.5,,0.0,16.18,13.86,15.74,14.72,16.23,13.64,14.09,14.48,11.76,19.19,7.48,7.41,5.0,1395.32
Veteran's Gauntlets,Gauntlets,6.3,,0.0,23.04,21.29,23.86,22.34,21.43,17.68,21.48,22.76,20.59,30.3,14.02,13.89,8.0,2044.4
Vulgar Militia Gauntlets,Gauntlets,2.1,,0.0,8.33,10.4,9.64,8.12,13.64,10.61,15.44,14.48,19.61,9.09,13.08,12.96,3.0,992.69
War Surgeon Gloves,Gauntlets,2.3,,0.0,7.84,8.91,10.15,8.12,14.29,12.12,17.45,16.55,17.65,13.13,14.02,15.74,3.0,1039.82
Warrior Gauntlets,Gauntlets,2.6,,0.0,11.27,11.39,9.64,9.64,16.23,13.64,19.46,15.86,20.59,14.14,15.89,15.74,3.0,1214.0
White Reed Gauntlets,Gauntlets,2.8,,0.0,11.27,12.38,14.21,10.66,17.53,13.64,19.46,17.24,21.57,14.14,16.82,15.74,4.0,1288.6
Zamor Bracelets,Gauntlets,2.8,,0.0,13.73,10.4,14.72,12.69,12.34,9.6,8.72,11.72,5.88,20.2,0.0,3.7,4.0,1132.32
Dryleaf Cuissardes,Legs,3.1,,1.0,14.71,18.81,11.68,11.68,52.6,34.34,48.32,55.86,23.53,15.15,43.93,40.74,6.0,2456.32
Gaius's Greaves,Legs,8.9,,1.0,36.27,35.15,46.7,44.67,46.75,35.86,47.65,48.97,28.43,35.35,18.69,18.52,17.0,3650.22
Oathseeker Knight Greaves,Legs,6.6,,1.0,36.27,32.18,36.04,34.52,40.26,29.29,26.85,40.0,19.61,35.35,14.02,13.89,12.0,3137.49
Verdigris Greaves,Legs,16.0,,1.0,58.33,50.5,57.87,54.82,50.0,38.38,55.7,52.41,54.9,66.67,20.56,28.7,28.0,4907.38
Iron Rivet Greaves,Legs,5.7,,1.0,33.33,26.73,34.52,32.99,37.66,29.29,33.56,37.24,16.67,37.37,10.28,10.19,11.0,2978.66
Thiollier's Trousers,Legs,4.4,,1.0,24.51,24.75,20.3,20.3,29.22,27.27,41.61,40.0,43.14,17.17,36.45,22.22,8.0,2483.82
High Priest Undergarments,Legs,2.5,,1.0,14.71,16.83,11.68,7.61,47.4,36.36,47.65,49.66,25.49,14.14,36.45,43.52,6.0,2324.49
Soiled Loincloth,Legs,1.5,,1.0,11.27,7.43,7.61,1.52,46.1,29.29,43.62,50.34,21.57,8.08,57.94,32.41,2.0,1945.81
Dancer's Trousers,Legs,2.0,Enhances the power of dancing attacks by 2.5%.,1.0,11.27,7.43,17.26,7.61,46.75,36.36,45.64,48.97,23.53,15.15,34.58,36.11,3.0,2168.43
Greaves of Night,Legs,4.4,,1.0,19.61,19.8,22.84,22.84,46.1,27.27,36.24,49.66,33.33,20.2,27.1,26.85,7.0,2548.52
Igon's Loincloth,Legs,3.9,,1.0,19.61,22.28,20.3,20.3,32.47,27.27,38.93,34.48,33.33,20.2,24.3,24.07,8.0,2295.57
Ansbach's Boots,Legs,3.1,Slightly enhances Blood Oath and dynastic skills by 3%,1.0,14.71,16.83,17.26,11.68,48.05,37.37,48.32,51.03,23.53,16.16,43.93,51.85,7.0,2447.7
Freyja's Greaves,Legs,5.7,,1.0,37.75,26.73,32.99,32.99,32.47,27.27,30.2,37.24,15.69,37.37,6.54,13.89,11.0,2990.99
Greaves of Solitude,Legs,14.8,,1.0,52.94,50.5,53.81,51.27,49.35,41.92,51.68,54.48,36.27,39.39,57.01,28.7,27.0,4550.59
Messmer Soldier Greaves,Legs,5.5,,1.0,33.33,26.73,34.52,32.99,29.22,27.27,25.5,31.03,14.71,29.29,10.28,10.19,11.0,2735.93
Black Knight Greaves,Legs,8.5,,1.0,41.18,35.15,42.64,46.7,46.1,37.37,41.61,44.83,25.49,41.41,14.02,13.89,17.0,3733.36
Rakshasa Greaves,Legs,7.9,Boosts All Damage by 2% but increases damage taken,1.0,26.96,24.26,31.47,29.95,29.87,26.26,28.86,31.72,21.57,37.37,15.89,15.74,16.0,2603.13
Fire Knight Greaves,Legs,5.7,,1.0,36.27,28.71,34.52,31.47,35.06,34.34,26.85,34.48,16.67,29.29,12.15,13.89,11.0,2987.5
Leather Leg Wraps,Legs,4.4,,1.0,22.06,26.73,25.38,22.84,32.47,29.29,43.62,40.0,34.31,20.2,27.1,24.07,8.0,2538.78
Death Knight Greaves,Legs,6.6,Enhances skills and incantations of the ancient dragon cult by 2%,1.0,34.8,30.69,36.04,36.04,35.06,27.27,47.65,31.03,16.67,29.29,10.28,26.85,13.0,3032.56
Ascetic's Ankle Guards,Legs,2.0,,1.0,16.67,1.49,15.23,7.61,46.75,36.36,47.65,52.41,25.49,14.14,15.89,36.11,6.0,2262.36
Messmer's Greaves,Legs,5.1,,1.0,26.47,26.73,25.38,31.47,37.66,35.86,45.64,40.0,36.27,26.26,32.71,34.26,10.0,2908.22
Gravebird Anklets,Legs,2.0,,1.0,14.71,16.83,17.26,11.68,25.97,19.19,30.2,31.03,25.49,15.15,18.69,15.74,5.0,1752.97
Common Soldier Greaves,Legs,5.5,,1.0,34.8,26.73,34.52,34.52,25.97,25.25,22.82,31.03,14.71,29.29,10.28,10.19,11.0,2720.29
Horned Warrior Greaves,Legs,6.6,,1.0,37.75,35.15,37.56,32.99,37.66,29.29,33.56,34.48,19.61,37.37,10.28,13.89,13.0,3175.42
Divine Bird Warrior Greaves,Legs,7.3,Increases the force generated by kicks by 5%,1.0,39.22,36.14,39.09,36.04,42.21,32.83,36.24,40.0,23.53,35.35,13.08,13.89,15.0,3392.05
Rellana's Greaves,Legs,7.3,,1.0,37.75,33.66,40.61,37.56,46.75,34.34,36.24,42.76,21.57,35.35,14.02,13.89,14.0,3431.67
Young Lion's Greaves,Legs,9.3,,1.0,47.06,41.09,48.73,48.73,46.1,36.87,43.62,50.34,30.39,44.44,14.95,20.37,19.0,4076.54
Shadow Militiaman Greaves,Legs,4.4,,1.0,19.61,24.75,22.84,22.84,37.66,31.31,41.61,34.48,46.08,20.2,24.3,24.07,8.0,2497.38
All-Knowing Greaves,Legs,6.6,,0.0,36.27,33.66,39.09,34.52,46.1,27.27,38.93,34.48,16.67,29.29,12.15,12.04,13.0,3181.74
Alberich's Trousers,Legs,2.5,,0.0,14.71,11.39,15.23,15.23,47.4,34.34,48.32,50.34,25.49,14.14,38.32,40.74,5.0,2353.78
Astrologer Trousers,Legs,3.9,,0.0,18.63,16.83,17.26,17.26,50.0,37.37,51.01,51.03,30.39,15.15,52.34,43.52,7.0,2641.81
Bandit Boots,Legs,4.4,,0.0,19.61,22.28,25.38,25.38,35.06,27.27,38.93,34.48,33.33,20.2,32.71,32.41,8.0,2414.42
Banished Knight Greaves,Legs,10.8,,0.0,52.94,42.57,56.35,51.27,50.0,38.89,49.66,52.41,36.27,51.52,22.43,24.07,20.0,4490.11
Beast Champion Greaves,Legs,10.8,,0.0,49.51,46.53,54.82,53.81,48.05,39.9,48.99,53.1,34.31,56.57,24.3,22.22,20.0,4458.74
Black Knife Greaves,Legs,5.7,,0.0,31.86,30.69,36.04,36.04,32.47,27.27,25.5,44.83,16.67,29.29,13.08,12.96,11.0,2904.98
Blackflame Monk Greaves,Legs,7.3,,0.0,37.75,32.18,42.64,37.56,37.66,37.37,30.2,40.0,19.61,34.34,12.15,18.52,14.0,3314.74
Bloodhound Knight Greaves,Legs,6.6,,0.0,34.8,32.18,40.61,39.09,35.06,29.29,26.85,40.0,19.61,31.31,13.08,12.96,11.0,3089.71
Briar Greaves,Legs,7.3,,0.0,36.27,32.18,39.09,36.04,40.26,35.86,33.56,42.76,21.57,44.44,14.02,13.89,12.0,3349.99
Bull-Goat Greaves,Legs,16.4,,0.0,58.33,58.42,53.81,53.81,49.35,38.89,57.05,50.34,43.14,51.52,27.1,31.48,28.0,4808.24
Champion Gaiters,Legs,3.9,,0.0,18.63,24.75,20.3,22.84,29.22,27.27,38.93,37.24,30.39,20.2,24.3,22.22,4.0,2286.32
Carian Knight Greaves,Legs,6.6,,0.0,33.33,30.69,36.04,34.52,46.1,34.34,36.24,46.9,16.67,29.29,12.15,12.96,11.0,3205.3
Chain Leggings,Legs,5.5,,0.0,33.33,24.75,37.56,34.52,25.97,31.31,22.82,31.03,15.69,26.26,6.54,10.19,10.0,2729.13
Cleanrot Greaves,Legs,9.3,,0.0,41.18,37.62,46.7,51.27,46.75,36.87,43.62,53.1,38.24,41.41,15.89,18.52,16.0,3932.29
Cloth Trousers,Legs,2.0,,0.0,14.71,11.39,7.61,11.68,47.4,35.86,45.64,48.97,25.49,14.14,34.58,34.26,3.0,2254.03
Commoner's Shoes,Legs,2.0,,0.0,7.35,14.85,15.23,11.68,46.1,32.83,45.64,48.97,21.57,14.14,36.45,37.96,3.0,2094.2
Confessor Boots,Legs,4.8,,0.0,22.06,28.71,22.84,25.38,40.26,31.31,45.64,37.24,36.27,29.29,27.1,28.7,9.0,2711.09
Consort's Trousers,Legs,2.5,,0.0,14.71,11.39,11.68,15.23,48.05,35.86,47.65,50.34,28.43,15.15,38.32,36.11,4.0,2357.53
Crucible Greaves,Legs,9.6,3.5% damage increase to Aspect of the Crucible Incantations,0.0,49.51,39.6,48.73,48.73,48.05,36.87,43.62,53.1,30.39,44.44,20.56,20.37,20.0,4172.75
Eccentric's Breeches,Legs,5.1,,0.0,31.86,22.28,31.47,32.99,29.22,25.25,20.13,27.59,14.71,31.31,6.54,6.48,10.0,2574.3
Elden Lord Greaves,Legs,5.5,,0.0,31.86,28.71,31.47,34.52,29.22,31.31,25.5,27.59,15.69,31.31,6.54,10.19,10.0,2732.08
Errant Sorcerer Boots,Legs,3.1,,0.0,14.71,14.85,19.29,15.23,49.35,36.87,48.32,52.41,23.53,15.15,43.93,47.22,5.0,2481.44
Exile Greaves,Legs,5.7,,0.0,34.8,26.73,37.56,36.04,29.22,31.31,25.5,37.24,16.67,34.34,12.15,10.19,11.0,2941.75
Finger Maiden Shoes,Legs,2.5,,0.0,14.71,11.39,11.68,7.61,49.35,36.36,48.99,52.41,23.53,13.13,36.45,36.11,4.0,2307.07
Fire Monk Greaves,Legs,7.3,,0.0,39.22,35.15,39.09,36.04,40.26,38.38,36.24,37.24,19.61,34.34,14.02,13.89,13.0,3383.93
Foot Soldier Greaves,Legs,5.1,,0.0,26.47,28.71,27.41,27.41,40.26,32.83,45.64,42.76,38.24,26.26,31.78,31.48,10.0,2923.01
Fur Leggings,Legs,3.1,,0.0,16.67,18.81,17.26,17.26,24.68,20.2,33.56,27.59,38.24,26.26,31.78,22.22,5.0,1978.81
Gelmir Knight Greaves,Legs,7.3,,0.0,37.75,32.18,40.61,39.09,40.26,35.86,38.93,42.76,21.57,34.34,14.02,12.96,14.0,3388.83
Godrick Knight Greaves,Legs,7.3,,0.0,37.75,33.66,40.61,37.56,40.26,34.34,36.24,42.76,21.57,35.35,14.02,13.89,14.0,3366.77
Godskin Apostle Trousers,Legs,2.5,,0.0,16.67,14.85,15.23,7.61,46.75,34.34,47.65,54.48,25.49,13.13,38.32,36.11,5.0,2379.9
Guardian Greaves,Legs,5.5,,0.0,30.39,28.71,29.44,27.41,44.16,32.83,45.64,46.9,46.08,31.31,34.58,32.41,9.0,3164.67
Haligtree Greaves,Legs,6.6,,0.0,36.27,33.66,36.04,37.56,35.06,29.29,30.2,40.0,19.61,34.34,13.08,13.89,12.0,3131.4
Hoslow's Greaves,Legs,7.3,,0.0,39.22,33.66,39.09,36.04,40.26,34.34,38.93,40.0,23.53,37.37,14.02,13.89,13.0,3394.32
Kaiden Trousers,Legs,5.1,,0.0,31.86,22.28,32.99,32.99,25.97,22.73,25.5,27.59,14.71,26.26,6.54,6.48,10.0,2523.79
Knight Greaves,Legs,6.6,,0.0,34.8,33.66,39.09,39.09,40.26,31.31,36.24,34.48,16.67,31.31,10.28,10.19,14.0,3157.03
Land of Reeds Greaves,Legs,5.1,,0.0,24.51,26.73,34.52,27.41,37.66,32.83,45.64,42.76,36.27,31.31,28.97,31.48,10.0,2901.56
Leather Trousers,Legs,5.5,,0.0,31.86,26.73,34.52,34.52,32.47,27.27,22.82,31.03,15.69,29.29,10.28,6.48,11.0,2728.28
Lionel's Greaves,Legs,13.1,,0.0,49.51,46.53,56.35,57.87,50.0,42.93,49.66,53.1,38.24,61.62,24.3,28.7,24.0,4603.65
Malformed Dragon Greaves,Legs,9.9,,0.0,47.06,42.57,51.27,48.73,48.05,37.37,53.02,51.03,34.31,47.47,22.43,22.22,19.0,4221.76
Maliketh's Greaves,Legs,7.9,,0.0,37.75,33.66,40.61,39.09,40.26,32.83,36.24,50.34,21.57,35.35,14.02,28.7,14.0,3431.78
Mushroom Legs,Legs,3.1,,0.0,16.67,19.8,7.61,15.23,49.35,15.15,48.99,51.03,61.76,15.15,52.34,43.52,3.0,2386.13
Noble's Trousers,Legs,3.9,,0.0,16.67,18.81,17.26,19.29,49.35,38.89,49.66,52.41,28.43,15.15,43.93,47.22,6.0,2623.95
